Route 1,Route 2,Difference Raw,Difference Score
mwil6,bier3,0.038827,0.038827
lapl1,kilp0,0.038836,0.038836
cast4,bier1,-0.038841,0.038841
unco1,bier4,-0.038855,0.038855
quan2,bros1,0.038873,0.038873
capi1,elli2,0.038882,0.038882
hand3,belf8,0.038899,0.038899
evan1,came1,0.038903,0.038903
harv4,colu2,-0.038999,0.038999
humb3,conu1,0.039008,0.039008
hand3,holy1,0.039014,0.039014
cpea2,eldi3,0.039054,0.039054
lind3,demo2,-0.039062,0.039062
cnee1,miss1,0.039068,0.039068
gray3,litt6,-0.039119,0.039119
bros5,bros2,-0.039149,0.039149
elbe4,lind1,-0.039174,0.039174
chal1,bros6,0.03922,0.03922
evan3,evan2,-0.039231,0.039231
eldi3,kitc2,0.039239,0.039239
elbe4,cast4,-0.039289,0.039289
nava0,demo2,-0.039319,0.039319
holy2,blan1,-0.039328,0.039328
torr4,bros2,0.039334,0.039334
came1,miss3,-0.039365,0.039365
capi1,elli3,0.039367,0.039367
cnee1,harv4,-0.039372,0.039372
mass1,cule1,-0.039404,0.039404
lind2,cast1,0.039411,0.039411
kitc3,evan1,-0.039418,0.039418
lind2,harv4,0.039425,0.039425
chal1,sher2,0.03945,0.03945
lind2,capi1,-0.039476,0.039476
capi1,prin1,0.039482,0.039482
harv3,colu2,0.039518,0.039518
mwil7,elbe1,0.039567,0.039567
shav1,belf8,0.03957,0.03957
huro1,cnee1,0.039578,0.039578
ante1,long1,-0.039638,0.039638
evan3,evan3,0.039655,0.039655
cnee1,humb3,0.039664,0.039664
evan3,mwil2,0.03967,0.03967
conu1,sanl1,-0.039689,0.039689
conu1,huro1,-0.039704,0.039704
belf1,pyra1,-0.039752,0.039752
sanl1,cpea2,0.039764,0.039764
elbe4,cast3,-0.039774,0.039774
hand1,linc3,0.039784,0.039784
long1,cast3,0.039789,0.039789
eolu3,cast4,0.039854,0.039854
gray6,lind3,-0.039888,0.039888
bros2,kilp0,-0.039897,0.039897
cnee1,bros5,0.039919,0.039919
suns4,bros6,0.039995,0.039995
holy1,belf1,-0.040003,0.040003
harv1,colu6,0.040004,0.040004
cpea2,bier4,0.040009,0.040009
colu2,conu5,-0.040025,0.040025
cast1,snow2,-0.040027,0.040027
long1,eldi4,-0.040042,0.040042
prin1,cast4,-0.04005,0.04005
hand3,bros4,0.040077,0.040077
sher2,chal1,-0.040123,0.040123
demo1,belf1,0.040127,0.040127
elbe3,gray1,-0.040129,0.040129
gray8,harv3,0.040131,0.040131
eolu3,eldi3,-0.040158,0.040158
lind3,bier4,0.040163,0.040163
eldi3,cule1,0.040167,0.040167
pike1,cnee3,-0.040176,0.040176
chib1,pyra1,0.040188,0.040188
bros5,chib1,0.040198,0.040198
hand2,maro1,-0.040202,0.040202
hand2,eldi3,-0.040217,0.040217
humb3,huro2,0.040226,0.040226
holy2,cast1,0.04024,0.04024
cnee3,neol4,-0.040241,0.040241
evan1,demo2,-0.040258,0.040258
gray3,elli3,-0.040336,0.040336
elli2,oxfo2,0.040345,0.040345
demo1,lind3,0.040352,0.040352
elbe4,bier4,0.040388,0.040388
bros6,cast4,-0.040404,0.040404
huro1,eldi3,0.040405,0.040405
elli3,lind1,-0.040422,0.040422
bros5,prin1,0.040424,0.040424
evan4,cast2,-0.040456,0.040456
capi1,bros4,0.040493,0.040493
sher1,bier1,-0.040495,0.040495
hand3,humb2,0.040513,0.040513
demo2,capi1,-0.040543,0.040543
capi1,gray6,0.040545,0.040545
hand2,capi1,0.040592,0.040592
mass3,como0,-0.040601,0.040601
nmar2,elbe1,-0.040625,0.040625
kitc6,capi1,-0.040632,0.040632
wett1,belf1,-0.040635,0.040635
sher2,cast2,0.040655,0.040655
eldi3,chib1,0.040658,0.040658
bier4,harv3,-0.040676,0.040676
gray8,elbe1,0.040727,0.040727
cast3,humb1,-0.040762,0.040762
conu5,lind1,0.040763,0.040763
gray1,humb2,0.040769,0.040769
bier4,long1,0.040789,0.040789
elbe1,conu5,0.040811,0.040811
linc3,humb2,-0.040825,0.040825
demo2,neol4,0.04088,0.04088
kitc2,hand2,0.040914,0.040914
chal1,pike1,-0.040935,0.040935
bier3,bier3,0.040938,0.040938
colu6,gray8,0.04095,0.04095
capi1,quan2,0.040981,0.040981
elbe1,cast2,-0.040983,0.040983
hand1,lind3,-0.040993,0.040993
lind1,cast2,0.041032,0.041032
eldi3,hand3,0.041034,0.041034
harv4,humb2,-0.041036,0.041036
quan2,cast4,0.041038,0.041038
lind1,holy1,0.041046,0.041046
huro1,chib1,-0.041066,0.041066
como0,sher2,-0.041101,0.041101
gray6,elli2,-0.041105,0.041105
blan1,sher3,0.041205,0.041205
litt6,gray3,-0.041219,0.041219
demo1,chal1,0.041223,0.041223
came1,mwil7,-0.041255,0.041255
chal5,mass3,0.041267,0.041267
holy1,demo2,0.041269,0.041269
holy1,lind1,0.041284,0.041284
bros5,elli2,0.041294,0.041294
bier3,cule1,-0.041305,0.041305
chal1,evan2,-0.041371,0.041371
silv0,chib1,-0.041376,0.041376
gray8,huro1,-0.041377,0.041377
nava0,chal1,0.041391,0.041391
chal1,bier4,-0.041423,0.041423
cpea2,sanl1,0.04153,0.04153
lapl4,evan3,0.041571,0.041571
elbe2,gray1,-0.041587,0.041587
evan3,came1,-0.041617,0.041617
torr2,bros1,-0.041632,0.041632
gray1,bier3,0.04164,0.04164
belf1,quan4,-0.041642,0.041642
evan2,lind2,-0.041644,0.041644
huro1,evan1,-0.041663,0.041663
hand2,harv1,0.04167,0.04167
pikeeast,colu2,0.041676,0.041676
cast3,humb2,0.041681,0.041681
kilp0,colu2,0.041713,0.041713
harv1,colu2,-0.041727,0.041727
shav1,came1,0.041735,0.041735
ante1,tabe3w,0.041828,0.041828
gray1,demo2,-0.041834,0.041834
cast2,snow1,-0.041843,0.041843
bier4,elli3,-0.04186,0.04186
holy2,cast2,0.041862,0.041862
bier4,pikeeast,-0.041911,0.041911
holy2,kilp0,0.041953,0.041953
huro2,lapl1,0.041966,0.041966
redc1,cpea2,-0.041973,0.041973
bros4,torr5,-0.042002,0.042002
bier1,snef2,0.042008,0.042008
colu2,sher2,0.042018,0.042018
elbe4,bros4,0.042064,0.042064
cast3,demo1,-0.042093,0.042093
cnee1,capi1,0.042129,0.042129
sher1,cnee3,0.04216,0.04216
kitc6,bros2,-0.04217,0.04217
cpea2,maro1,-0.042179,0.042179
bros5,lapl1,-0.04218,0.04218
conu1,maro1,0.042182,0.042182
harv3,cnee3,-0.042213,0.042213
demo2,bros3,-0.04222,0.04222
chal5,oxfo2,-0.042236,0.042236
demo1,gray3,-0.042251,0.042251
bier3,huro2,-0.04226,0.04226
shav1,como0,-0.042302,0.042302
nava0,capi1,0.042316,0.042316
maro1,demo1,0.042327,0.042327
pike1,bros6,-0.042341,0.042341
elbe2,eldi3,0.042347,0.042347
cnee1,holy1,0.042359,0.042359
litt6,elli2,0.042401,0.042401
bros5,colu6,-0.042409,0.042409
chal1,neol4,-0.042434,0.042434
litt6,bros6,-0.042436,0.042436
cnee1,nava0,-0.042441,0.042441
eolu3,kitc2,0.042445,0.042445
mwil5,evan4,-0.042448,0.042448
demo1,bier4,-0.042481,0.042481
colu6,harv4,0.042488,0.042488
ante1,kitc2,-0.042493,0.042493
pyra1,cast3,0.0425,0.0425
chal1,elbe3,-0.042549,0.042549
chal1,miss1,0.042568,0.042568
elbe1,bros2,0.042597,0.042597
ante1,quan2,-0.042617,0.042617
kitc2,cpea2,0.042644,0.042644
conu5,lapl4,0.042653,0.042653
lind3,bros4,-0.042655,0.042655
silv0,bros2,0.042661,0.042661
chal5,evan1,-0.042673,0.042673
cast3,eldi4,0.042675,0.042675
bros3,redc1,0.04269,0.04269
elbe4,nava0,0.04271,0.04271
elli3,evan2,0.042711,0.042711
gray3,bros4,-0.042722,0.042722
chal5,bier3,-0.042725,0.042725
bier4,mass1,-0.042738,0.042738
conu5,miss3,-0.042741,0.042741
pikeeast,bier3,-0.042769,0.042769
quan4,came1,0.042835,0.042835
eolu3,eolu3,-0.042853,0.042853
cast3,cule1,-0.042862,0.042862
cnee3,humb3,0.042893,0.042893
kilp0,humb2,0.042931,0.042931
como0,humb2,-0.04294,0.04294
cast4,colu6,0.042991,0.042991
quan2,demo1,-0.042999,0.042999
nava0,bros3,0.043013,0.043013
snef1,chib1,0.043029,0.043029
chal1,elbe2,-0.043035,0.043035
humb3,colu2,0.043064,0.043064
miss3,bros5,-0.043083,0.043083
blan1,quan2,0.043098,0.043098
mass3,hand1,0.043108,0.043108
kitc2,kitc2,-0.043123,0.043123
elbe2,elli3,-0.043126,0.043126
kitc2,colu2,-0.043137,0.043137
harv3,litt6,0.043144,0.043144
chib1,elbe2,-0.043145,0.043145
chal5,long1,0.043157,0.043157
conu5,elbe2,-0.043177,0.043177
cast4,litt6,-0.043191,0.043191
elbe4,came1,-0.043193,0.043193
colu2,bier3,0.043229,0.043229
kitc3,huro2,0.043238,0.043238
humb2,huro2,0.043246,0.043246
kitc6,bier4,0.043302,0.043302
ante1,shav1,-0.043314,0.043314
eolu3,bros3,0.043316,0.043316
colu2,harv1,-0.043338,0.043338
ante1,cast4,0.043342,0.043342
elli2,lapl1,-0.043364,0.043364
belf8,unco1,-0.043373,0.043373
huro2,cast1,-0.04339,0.04339
suns4,belf8,0.043406,0.043406
kitc3,conu1,0.043419,0.043419
gray8,cpea2,0.043422,0.043422
eolu3,huro2,-0.043449,0.043449
lapl4,elbe3,0.043464,0.043464
pikeeast,bros3,-0.043465,0.043465
gray6,bros3,-0.043491,0.043491
elli3,humb1,0.043538,0.043538
huro1,hand2,-0.043555,0.043555
elli3,bier4,0.043589,0.043589
harv1,long1,0.043629,0.043629
cast3,shav4,-0.043631,0.043631
blan1,long1,0.043694,0.043694
cnee3,litt6,0.04372,0.04372
cast3,holy1,-0.043722,0.043722
gray6,kitc6,0.043732,0.043732
chal5,nava0,-0.043736,0.043736
cnee3,cnee1,0.043771,0.043771
maro1,elbe2,0.043827,0.043827
hand2,kitc2,0.043835,0.043835
bros4,litt6,-0.043841,0.043841
chal5,elbe2,-0.04385,0.04385
quan1,elbe1,-0.043863,0.043863
bier1,redc1,0.043901,0.043901
prin1,bier3,0.043911,0.043911
sanl1,bier4,-0.043946,0.043946
blan1,conu1,0.043949,0.043949
evan4,gray8,-0.043962,0.043962
cast3,conu1,-0.043967,0.043967
elbe2,hand2,0.043969,0.043969
nava0,chib1,-0.043986,0.043986
snef2,chal1,0.044,0.044
demo2,cpea2,-0.044006,0.044006
lapl4,capi1,0.04406,0.04406
colu6,bier3,0.044066,0.044066
chib1,harv4,-0.044139,0.044139
bier3,eldi4,-0.044172,0.044172
mass3,bier3,-0.044194,0.044194
nmar2,conu5,-0.044206,0.044206
huro1,evan3,0.044232,0.044232
ante1,silv0,-0.044239,0.044239
conu5,mass3,-0.04424,0.04424
bier3,litt6,-0.044268,0.044268
elbe1,came1,0.044274,0.044274
yale1,belf1,0.044286,0.044286
kitc3,demo1,-0.0443,0.0443
elbe1,elbe3,-0.044315,0.044315
chal5,elbe1,-0.044336,0.044336
conu1,nava0,0.044348,0.044348
conu5,como0,-0.044354,0.044354
came1,snow2,-0.044373,0.044373
pikeeast,capi1,-0.044391,0.044391
pyra1,bros2,0.044392,0.044392
bros1,conu5,0.044393,0.044393
evan4,long1,0.04443,0.04443
litt6,bier3,0.044438,0.044438
cast1,lind3,-0.044442,0.044442
chal1,maro1,0.044458,0.044458
quan3,cnee3,0.044481,0.044481
bier1,mass2,0.044497,0.044497
gray3,lapl1,0.044501,0.044501
evan2,lind3,-0.044506,0.044506
gray1,elbe4,-0.044529,0.044529
evan1,elbe1,-0.044534,0.044534
pikeeast,cnee3,0.044538,0.044538
como0,evan4,-0.044562,0.044562
came1,cast4,-0.044603,0.044603
bros5,cnee1,-0.044619,0.044619
lind3,holy1,0.044647,0.044647
bros4,humb3,0.04466,0.04466
bros5,belf8,0.044674,0.044674
belf8,miss1,0.044679,0.044679
ante1,tabe2,0.04469,0.04469
quan4,bier3,0.044727,0.044727
bier1,cule1,0.044753,0.044753
belf1,torr9,-0.04476,0.04476
colu6,elbe3,-0.044769,0.044769
elli3,chal1,0.044773,0.044773
harv1,holy2,-0.044796,0.044796
cast1,evan2,-0.044818,0.044818
holy2,cast4,0.044822,0.044822
conu5,colu6,-0.04484,0.04484
lapl1,elli2,-0.044873,0.044873
bros5,linc3,-0.044875,0.044875
nmar2,bros3,0.044914,0.044914
elbe1,oxfo2,0.04492,0.04492
cast4,quan2,-0.044921,0.044921
kitc6,chal1,0.044924,0.044924
demo1,hand2,-0.044946,0.044946
cnee3,elbe4,0.044955,0.044955
prin1,demo2,-0.044968,0.044968
miss2,came1,-0.044989,0.044989
belf1,cule1,-0.04499,0.04499
came1,elbe1,-0.045019,0.045019
neol4,elbe4,0.045049,0.045049
belf1,bros4,-0.045061,0.045061
hand1,bros5,-0.045102,0.045102
gray1,holy2,-0.045125,0.045125
humb2,elbe3,-0.045146,0.045146
cnee3,shav4,-0.045159,0.045159
miss2,evan1,0.045175,0.045175
evan1,cpea2,0.045214,0.045214
elbe1,huro2,-0.045244,0.045244
nmar2,bier4,0.045249,0.045249
colu6,capi1,0.045252,0.045252
suns3,blan1,-0.04527,0.04527
harv3,holy1,-0.045281,0.045281
miss3,eldi4,0.045309,0.045309
miss2,cast3,-0.045324,0.045324
elli3,mwil6,-0.04534,0.04534
eolu3,linc3,-0.045342,0.045342
cast3,harv4,-0.045343,0.045343
lind2,eolu3,0.045361,0.045361
humb1,gray6,-0.045364,0.045364
quan1,bros2,0.045378,0.045378
chal1,bier1,-0.04539,0.04539
snef1,belf8,-0.045396,0.045396
belf1,evan4,-0.045406,0.045406
bros3,gray3,0.045407,0.045407
hand3,holy2,0.045412,0.045412
ante1,hand2,-0.045413,0.045413
humb1,lapl1,0.045426,0.045426
eldi3,neol4,0.045449,0.045449
bros4,huro1,-0.045463,0.045463
bros5,pike1,-0.045471,0.045471
lind3,gray6,-0.045494,0.045494
belf8,quan1,0.045506,0.045506
demo1,lind1,-0.045542,0.045542
belf8,evan2,0.045557,0.045557
como0,evan3,0.045561,0.045561
hand2,evan1,0.045565,0.045565
sher1,came1,0.045572,0.045572
elbe1,kitc6,-0.045579,0.045579
cast3,elli2,-0.04558,0.04558
mass1,cnee1,0.045599,0.045599
bier3,cnee1,0.045604,0.045604
evan3,linc2,0.045606,0.045606
bros3,kilp0,0.045644,0.045644
bier1,mwil7,-0.04574,0.04574
neol4,cast3,-0.045741,0.045741
kilp0,chib1,0.045769,0.045769
shav4,chib1,0.045772,0.045772
elbe2,quan2,0.045808,0.045808
elbe4,kitc2,0.045828,0.045828
colu6,long1,0.045833,0.045833
conu1,belf1,-0.045848,0.045848
evan1,blan1,-0.045864,0.045864
capi1,pyra1,0.04588,0.04588
lapl1,humb1,0.045917,0.045917
ante1,conu1,-0.045926,0.045926
long1,hand3,-0.045978,0.045978
cnee1,silv0,0.045984,0.045984
long1,bros6,-0.045992,0.045992
neol4,cule1,0.046047,0.046047
conu1,kitc6,0.046078,0.046078
blan1,cule1,0.046159,0.046159
lapl4,cnee1,-0.046178,0.046178
kitc3,elbe3,-0.04619,0.04619
bros2,gray3,-0.046207,0.046207
cast2,lapl1,0.046209,0.046209
cast1,mwil6,-0.046236,0.046236
cast2,lind2,-0.046257,0.046257
suns4,belf1,0.046268,0.046268
bier3,snow1,-0.046305,0.046305
chal5,bros1,0.046352,0.046352
conu5,cnee3,0.046361,0.046361
blan1,lind1,0.046389,0.046389
colu2,mwil6,-0.046407,0.046407
miss3,elbe4,-0.046419,0.046419
humb1,huro1,0.046424,0.046424
kitc6,bros3,-0.046446,0.046446
chal1,cule1,-0.046453,0.046453
huro2,gray6,-0.046459,0.046459
bier3,blan1,0.046505,0.046505
elbe4,demo2,-0.046525,0.046525
gray3,demo2,0.046538,0.046538
blan1,mwil2,-0.046543,0.046543
evan1,bier4,-0.046634,0.046634
kitc3,hand3,0.046649,0.046649
humb3,gray1,0.046657,0.046657
chal5,belf8,-0.046691,0.046691
came1,conu5,-0.046696,0.046696
lind3,came1,-0.046711,0.046711
belf8,holy2,0.046741,0.046741
lapl4,bros4,0.046755,0.046755
colu6,evan1,0.046761,0.046761
kitc6,kitc3,0.046763,0.046763
cast1,colu2,-0.046818,0.046818
evan1,evan2,0.046836,0.046836
sanl1,colu2,0.046844,0.046844
chal5,demo1,0.046865,0.046865
snow1,belf1,0.046895,0.046895
lapl1,hand3,0.046914,0.046914
mass2,blan1,0.046932,0.046932
elli2,evan4,-0.046957,0.046957
mwil6,colu2,0.046961,0.046961
bier1,elbe1,0.046963,0.046963
harv4,lind2,-0.046972,0.046972
lind1,evan1,0.046982,0.046982
harv4,elbe1,-0.046986,0.046986
chib1,evan2,-0.046994,0.046994
gray1,kitc6,-0.047018,0.047018
bros3,elbe3,0.04702,0.04702
mass3,evan1,-0.047032,0.047032
cast2,miss2,0.047036,0.047036
gray8,mass3,0.047048,0.047048
conu1,shav1,-0.047059,0.047059
belf1,elli3,-0.047083,0.047083
cast4,mwil6,-0.047086,0.047086
cast2,cpea2,0.047087,0.047087
chib1,long1,-0.047118,0.047118
cast2,hand2,-0.047125,0.047125
demo2,bros2,-0.047139,0.047139
bier1,litt6,0.047192,0.047192
cnee1,blan1,0.047195,0.047195
bros2,lapl4,-0.047201,0.047201
elbe3,elbe3,-0.047204,0.047204
holy1,humb1,0.047219,0.047219
quan3,chib1,-0.047246,0.047246
colu6,elbe1,0.047252,0.047252
bros3,kitc2,0.047265,0.047265
redc1,bier3,0.047268,0.047268
evan4,lind3,-0.047297,0.047297
mass2,eolu3,-0.047307,0.047307
cnee3,bros3,0.047321,0.047321
linc3,evan2,-0.047347,0.047347
bros3,snow2,0.047356,0.047356
bros5,sanl1,-0.047364,0.047364
elli3,kitc3,0.047365,0.047365
lind2,blan1,0.047398,0.047398
elbe2,eolu3,-0.047401,0.047401
evan1,mass1,-0.047402,0.047402
miss3,evan1,-0.047417,0.047417
elli2,mwil6,0.047426,0.047426
demo1,miss1,-0.047435,0.047435
elbe4,humb2,-0.047454,0.047454
bros1,bier1,-0.047471,0.047471
colu6,eldi4,-0.047474,0.047474
mass1,cast4,0.047489,0.047489
evan1,demo1,-0.047494,0.047494
demo2,huro2,-0.047512,0.047512
conu5,mass2,0.047535,0.047535
mwil2,cast3,0.047539,0.047539
quan1,chal1,0.047543,0.047543
cnee3,miss2,0.047547,0.047547
hand2,mass1,-0.047572,0.047572
colu6,kitc2,0.047628,0.047628
evan3,elbe3,0.047643,0.047643
chal1,bros2,0.047653,0.047653
sunl2,bros6,0.047664,0.047664
mass1,cast3,-0.047684,0.047684
elbe4,humb3,0.047718,0.047718
evan2,gray8,-0.047736,0.047736
prin1,bros5,0.047737,0.047737
evan1,belf8,-0.047738,0.047738
chal5,cpea2,-0.047754,0.047754
gray6,cast4,0.047777,0.047777
belf1,wett2,0.047786,0.047786
belf8,mwil7,-0.047788,0.047788
elbe4,kilp0,-0.047789,0.047789
chib1,miss1,-0.047815,0.047815
sanl1,cast4,0.047842,0.047842
evan2,mwil2,-0.047917,0.047917
bier3,came1,-0.047944,0.047944
belf1,oxfo2,0.047967,0.047967
cast1,capi1,-0.048003,0.048003
mass1,chib1,-0.048019,0.048019
cast1,lapl4,0.048025,0.048025
elbe1,lapl1,0.048038,0.048038
chal5,mwil7,0.048039,0.048039
cast2,mwil5,-0.048052,0.048052
linc1,gray3,-0.048088,0.048088
bros3,eldi4,0.048125,0.048125
hand3,bier3,0.048128,0.048128
belf8,holy1,-0.048164,0.048164
chal1,demo2,0.048166,0.048166
came1,suns3,0.048173,0.048173
elli3,bros4,0.048235,0.048235
quan3,conu1,-0.048244,0.048244
mass3,bros1,-0.04825,0.04825
conu5,chib1,-0.048258,0.048258
cast2,evan2,0.048271,0.048271
miss2,cast4,0.048293,0.048293
evan4,mass3,-0.048295,0.048295
cast3,pike1,-0.048297,0.048297
came1,mass2,0.048354,0.048354
hand3,chal5,0.048365,0.048365
bros1,chal1,-0.048372,0.048372
cnee3,conu1,0.048417,0.048417
elli2,mass3,0.048423,0.048423
sher1,bros6,0.048433,0.048433
conu5,lind3,0.04846,0.04846
lapl1,cast3,-0.048466,0.048466
huro1,kitc3,-0.048473,0.048473
came1,gray6,-0.048482,0.048482
gray3,chal1,0.048546,0.048546
capi1,evan1,0.048597,0.048597
hand1,evan3,-0.048608,0.048608
cpea2,pikeeast,-0.04861,0.04861
cpea2,quan1,0.048611,0.048611
cast2,cnee3,-0.048633,0.048633
belf8,kitc3,-0.048655,0.048655
evan1,neol4,0.048675,0.048675
cule1,elli2,-0.048685,0.048685
maro1,demo2,0.048726,0.048726
elbe2,capi1,-0.048732,0.048732
chib1,mwil6,-0.04874,0.04874
silv0,cnee1,-0.048746,0.048746
snow1,came1,-0.048758,0.048758
mass2,hand3,0.048771,0.048771
capi1,humb1,0.048834,0.048834
cast1,miss3,0.048852,0.048852
belf1,humb3,-0.048869,0.048869
nava0,cnee3,-0.048885,0.048885
redc1,bier1,-0.04889,0.04889
bros3,elli2,0.048894,0.048894
snow2,cast3,0.048899,0.048899
cast1,cule1,0.048903,0.048903
suns2,bros2,-0.048914,0.048914
litt6,harv4,0.048922,0.048922
humb1,como0,-0.048957,0.048957
chal5,miss2,0.048964,0.048964
mwil5,cpea2,-0.048969,0.048969
cast3,harv3,0.048986,0.048986
lind1,bros1,0.049019,0.049019
holy2,cast3,0.049097,0.049097
belf8,cule1,0.049107,0.049107
evan1,cule1,-0.049115,0.049115
ante1,quan1,-0.049122,0.049122
conu5,linc1,0.049157,0.049157
oxfo2,cnee1,-0.049167,0.049167
holy1,cnee3,0.049257,0.049257
pikeeast,bier1,-0.049273,0.049273
conu5,elbe4,0.049282,0.049282
kitc3,humb2,-0.049308,0.049308
kitc6,harv3,-0.049314,0.049314
huro2,como0,0.049321,0.049321
belf8,shav4,0.049333,0.049333
mwil2,bier4,0.049334,0.049334
huro2,kitc6,0.049335,0.049335
chal1,nava0,0.049341,0.049341
evan1,capi1,-0.049352,0.049352
kilp0,evan2,0.049362,0.049362
colu2,kitc2,0.049373,0.049373
neol4,bier4,0.049383,0.049383
colu2,sher1,0.049387,0.049387
kitc6,bros1,-0.049406,0.049406
blan1,came1,0.04942,0.04942
redc1,cast1,0.049433,0.049433
cast4,hand2,0.049436,0.049436
humb2,kitc6,-0.049479,0.049479
elbe2,came1,-0.049501,0.049501
gray8,eolu3,-0.04951,0.04951
kitc3,hand2,0.049511,0.049511
demo1,elbe2,0.049538,0.049538
cnee3,kitc6,-0.049574,0.049574
cast1,kitc3,-0.049581,0.049581
belf8,quan4,-0.049583,0.049583
bros5,harv3,0.049609,0.049609
evan3,cnee1,0.049651,0.049651
chal5,maro1,0.049661,0.049661
shav1,conu1,-0.049671,0.049671
evan3,bros2,-0.049742,0.049742
elli3,gray8,-0.049755,0.049755
humb1,elbe4,0.049759,0.049759
chal1,gray8,-0.049785,0.049785
chal5,evan3,0.049786,0.049786
elli2,miss3,-0.049796,0.049796
cast2,came1,-0.049819,0.049819
cpea2,humb1,-0.049827,0.049827
chib1,cule1,-0.049914,0.049914
elbe1,kilp0,0.049928,0.049928
snef2,bier4,0.049936,0.049936
cnee3,elbe3,-0.04995,0.04995
gray1,chal1,0.049955,0.049955
hand3,chib1,0.049987,0.049987
blan1,torr9,0.050014,0.050014
maro1,bros3,-0.050029,0.050029
bros2,holy1,-0.050056,0.050056
hand3,lapl4,0.050078,0.050078
cast1,evan3,0.050087,0.050087
elli3,cast4,-0.050132,0.050132
sher3,chal5,0.050155,0.050155
belf8,eldi3,-0.050164,0.050164
bros2,neol4,-0.050181,0.050181
miss2,capi1,0.050183,0.050183
mass3,evan4,0.050189,0.050189
belf8,gray6,0.050203,0.050203
capi1,cule1,0.050211,0.050211
bier1,cast2,0.050223,0.050223
bros3,kitc6,0.050225,0.050225
bros2,huro2,0.050227,0.050227
lapl1,conu1,0.05025,0.05025
gray6,miss2,0.050253,0.050253
eolu3,mwil5,-0.05026,0.05026
chal1,miss3,0.050266,0.050266
elbe2,mwil6,-0.05027,0.05027
elbe2,elli2,-0.050361,0.050361
eldi3,litt6,0.050367,0.050367
quan2,demo2,-0.050368,0.050368
sanl1,chib1,-0.050377,0.050377
lapl4,huro1,0.05038,0.05038
nava0,chal5,-0.050384,0.050384
sher1,chal5,-0.050386,0.050386
snef1,chal5,0.050398,0.050398
chib1,blan1,-0.050427,0.050427
cnee3,evan3,-0.050441,0.050441
capi1,humb2,0.050455,0.050455
kitc2,kitc3,-0.050492,0.050492
harv3,elbe2,0.050499,0.050499
harv3,lind3,0.050513,0.050513
capi1,sher3,0.050547,0.050547
cnee1,lapl4,-0.050574,0.050574
elbe2,bros4,-0.050606,0.050606
cast3,lapl4,0.050608,0.050608
demo1,lind2,0.050616,0.050616
elli3,conu1,-0.050622,0.050622
holy2,cnee3,0.050635,0.050635
cast2,cast2,0.050637,0.050637
conu1,hand2,-0.050684,0.050684
bros5,pikeeast,0.050687,0.050687
chal1,long1,-0.050714,0.050714
blan1,capi1,0.050721,0.050721
quan1,bros1,-0.05078,0.05078
redc1,bros6,-0.050783,0.050783
suns3,cast3,0.050808,0.050808
bier1,wett2,0.050818,0.050818
demo2,mwil7,-0.050847,0.050847
cast2,neol4,0.050863,0.050863
como0,cpea2,-0.050873,0.050873
bros2,prin1,-0.050877,0.050877
conu1,bros3,-0.050914,0.050914
linc1,gray6,-0.05095,0.05095
chal1,mass1,0.050963,0.050963
harv1,elbe3,0.050984,0.050984
harv1,litt6,0.050999,0.050999
ante1,redc1,-0.051012,0.051012
elli2,gray6,-0.051013,0.051013
gray3,miss3,0.051022,0.051022
kitc6,blan1,-0.051027,0.051027
gray1,humb1,0.051032,0.051032
chal1,mass3,-0.051049,0.051049
sher2,capi1,-0.051073,0.051073
chal1,evan4,0.051087,0.051087
cast1,humb2,-0.05112,0.05112
pikeeast,bros1,-0.051163,0.051163
prin1,bros1,-0.051178,0.051178
mass3,elli2,0.051187,0.051187
belf1,tabe2,0.051197,0.051197
blan1,cnee1,0.051225,0.051225
holy1,bros4,0.051264,0.051264
lapl1,harv4,-0.051305,0.051305
pyra1,elbe2,0.051309,0.051309
capi1,elbe1,0.051315,0.051315
belf8,conu1,-0.051349,0.051349
eldi3,cnee3,-0.051364,0.051364
cnee3,mass1,-0.051369,0.051369
cast2,kitc2,-0.051397,0.051397
elbe4,cast1,0.051427,0.051427
holy1,chib1,-0.051442,0.051442
bier4,snef1,0.051484,0.051484
bier1,cast3,0.051524,0.051524
elli3,huro1,-0.05155,0.05155
hand1,maro1,0.051553,0.051553
came1,sher1,0.051584,0.051584
conu5,elli3,-0.051591,0.051591
mwil7,capi1,0.051594,0.051594
came1,conu1,-0.051615,0.051615
gray6,bier3,-0.051616,0.051616
eolu3,colu2,0.051631,0.051631
quan4,cule1,0.051644,0.051644
lind1,bier4,-0.051679,0.051679
lind3,hand2,0.051728,0.051728
cast2,elbe2,0.051733,0.051733
hand1,evan1,0.051734,0.051734
bros4,linc3,0.051736,0.051736
elli2,harv4,0.051759,0.051759
bros4,evan4,-0.051774,0.051774
torr4,bros4,0.051791,0.051791
snef2,belf1,-0.051794,0.051794
humb1,kitc2,-0.051796,0.051796
came1,bros4,-0.051797,0.051797
bros2,quan4,-0.051803,0.051803
maro1,gray1,-0.051826,0.051826
demo2,pikeeast,-0.051845,0.051845
como0,hand1,-0.051867,0.051867
lind2,holy2,0.051882,0.051882
gray1,mass3,-0.051936,0.051936
hand1,linc1,-0.051944,0.051944
cnee3,cast2,-0.05195,0.05195
mass2,cule1,-0.051973,0.051973
elbe2,eldi4,-0.051982,0.051982
came1,miss1,-0.051988,0.051988
