Route 1,Route 2,Difference Raw,Difference Score
long1,capi1,-0.149905,0.149905
humb1,linc1,0.14992,0.14992
conu5,bros4,-0.149963,0.149963
cast4,snef1,-0.150055,0.150055
gray6,lind2,0.150059,0.150059
chal5,hand1,0.150069,0.150069
humb1,elbe2,0.150101,0.150101
hand1,lind1,-0.150163,0.150163
elbe2,mass2,0.150241,0.150241
demo2,harv4,-0.150284,0.150284
holy2,belf8,0.150304,0.150304
elbe3,cast2,-0.150408,0.150408
lapl1,humb3,0.150411,0.150411
miss1,gray3,-0.150482,0.150482
suns3,bros3,-0.150488,0.150488
miss1,bros1,-0.150496,0.150496
mwil7,cast4,0.150509,0.150509
blan1,belf8,0.150563,0.150563
eldi3,mass1,0.150583,0.150583
lapl1,colu6,0.150592,0.150592
mwil5,colu6,-0.150699,0.150699
came1,linc3,-0.150704,0.150704
mass2,bros1,-0.150728,0.150728
bier4,lapl1,-0.150739,0.150739
linc2,humb2,-0.150775,0.150775
evan1,evan3,-0.150823,0.150823
gray3,lind3,0.150828,0.150828
belf1,cpea2,0.150832,0.150832
harv4,elbe3,-0.150899,0.150899
conu1,bros2,0.150921,0.150921
bros2,humb3,-0.150929,0.150929
bier4,hand2,-0.150976,0.150976
huro1,bros2,0.151017,0.151017
belf1,miss3,-0.151091,0.151091
kitc6,gray3,0.151196,0.151196
cnee1,bier3,0.151198,0.151198
cast2,conu1,0.151203,0.151203
came1,cast3,0.151219,0.151219
sanl1,como0,0.151339,0.151339
bier1,bier4,0.151366,0.151366
chal1,hand2,0.15137,0.15137
hand1,eldi3,-0.15138,0.15138
tabe2,bros4,-0.151402,0.151402
evan2,long1,-0.151414,0.151414
gray1,cast3,-0.151454,0.151454
pike1,bros3,-0.15152,0.15152
torr4,belf1,0.151597,0.151597
lind2,gray6,0.151688,0.151688
bros5,hand3,-0.151799,0.151799
bros2,mwil7,-0.151857,0.151857
demo1,demo2,-0.15187,0.15187
elli2,nava0,0.15192,0.15192
evan3,maro1,0.151933,0.151933
kitc3,eolu3,-0.152046,0.152046
bros4,bros6,-0.1521,0.1521
elli2,harv1,0.152101,0.152101
ante1,eldi3,-0.152161,0.152161
bros2,oxfo2,-0.152192,0.152192
como0,cnee3,-0.152262,0.152262
eldi3,holy1,0.152313,0.152313
bros1,chib1,-0.152376,0.152376
evan2,miss2,-0.152411,0.152411
cast3,sanl1,-0.152431,0.152431
humb3,elli3,0.152513,0.152513
mass2,evan3,-0.152525,0.152525
snow1,chib1,0.152538,0.152538
evan1,miss1,-0.152621,0.152621
demo2,colu6,-0.15267,0.15267
kitc6,chal5,-0.152735,0.152735
bros1,came1,-0.15288,0.15288
holy2,gray6,0.152895,0.152895
neol4,conu5,0.152955,0.152955
cast1,conu5,0.153019,0.153019
cpea2,quan3,0.153106,0.153106
evan1,linc3,0.153108,0.153108
sher1,belf8,-0.153124,0.153124
bros4,elli2,-0.153163,0.153163
mass2,elbe2,0.153204,0.153204
cpea2,kilp0,0.153287,0.153287
lind1,gray8,0.15331,0.15331
humb1,humb2,0.153331,0.153331
came1,snef2,-0.153543,0.153543
holy1,kitc3,0.153547,0.153547
bros1,torr7,-0.153587,0.153587
oxfo2,elli3,-0.1536,0.1536
bros3,lind3,0.153645,0.153645
elbe2,hand3,-0.153691,0.153691
bier4,sher1,-0.153693,0.153693
hand1,bros1,-0.153766,0.153766
lapl1,hand1,0.153822,0.153822
belf1,torr5,-0.15393,0.15393
colu6,elli3,0.153934,0.153934
suns3,bier3,-0.15407,0.15407
elbe3,huro1,-0.154117,0.154117
elli3,cpea2,0.15415,0.15415
bros1,bros6,-0.154181,0.154181
cnee3,gray1,0.154331,0.154331
linc2,bros2,-0.154401,0.154401
humb3,elbe4,0.154403,0.154403
cast4,linc3,-0.15447,0.15447
bros3,neol4,0.154472,0.154472
linc1,colu6,-0.154522,0.154522
bros3,elbe4,0.154523,0.154523
kitc6,holy2,-0.154533,0.154533
cule1,chal5,-0.154599,0.154599
elbe4,elbe2,0.15463,0.15463
mass3,gray3,0.154684,0.154684
sanl1,cast2,0.15475,0.15475
came1,lind3,-0.15476,0.15476
cast4,elli3,-0.154846,0.154846
mass3,bros6,0.154865,0.154865
colu6,mass2,0.155012,0.155012
belf1,mwil6,-0.155147,0.155147
mwil6,evan3,0.155212,0.155212
kilp0,eldi3,0.155218,0.155218
bros6,snef2,-0.155219,0.155219
blan1,chal5,0.155229,0.155229
suns2,belf1,-0.155241,0.155241
sher3,bros3,0.155289,0.155289
elli2,mass1,0.155331,0.155331
cast4,gray8,-0.155337,0.155337
mwil5,blan1,0.155439,0.155439
cule1,litt6,-0.15547,0.15547
elbe2,neol4,-0.155488,0.155488
como0,evan1,-0.155594,0.155594
kitc3,chal1,-0.155639,0.155639
cule1,belf8,-0.155695,0.155695
bros3,hand1,0.155707,0.155707
neol4,conu1,0.155817,0.155817
elbe3,kitc3,-0.156006,0.156006
bier1,cnee3,0.156032,0.156032
mass2,elli2,-0.156107,0.156107
belf8,lapl1,0.156117,0.156117
eldi4,nmar2,0.156122,0.156122
blan1,bier3,0.15613,0.15613
bier3,mwil6,-0.156168,0.156168
humb1,humb1,0.156193,0.156193
evan1,long1,-0.156202,0.156202
lind3,harv1,0.156222,0.156222
snef2,bros6,0.156263,0.156263
cast4,miss3,-0.156264,0.156264
hand3,demo1,0.156367,0.156367
lind3,cast4,0.156403,0.156403
bros4,humb1,-0.156495,0.156495
cpea2,nava0,0.156517,0.156517
como0,linc1,-0.156523,0.156523
conu5,harv1,0.15664,0.15664
chib1,cast2,-0.156662,0.156662
lapl1,gray8,0.156684,0.156684
mwil2,chal5,0.156717,0.156717
capi1,linc1,0.156835,0.156835
elbe1,eldi3,0.15684,0.15684
cast4,chib1,-0.156846,0.156846
como0,lind2,-0.156858,0.156858
ante1,sher3,-0.156868,0.156868
cast3,quan1,0.15688,0.15688
bier1,bros1,0.156933,0.156933
torr9,bros1,0.157009,0.157009
pikeeast,came1,-0.157019,0.157019
linc3,chal5,0.157062,0.157062
linc2,bros6,-0.157096,0.157096
kilp0,elbe1,0.157108,0.157108
chal5,huro1,0.157144,0.157144
came1,evan3,-0.157146,0.157146
colu6,nmar2,0.157177,0.157177
hand3,gray1,0.157194,0.157194
linc3,chal1,-0.15721,0.15721
bros1,linc3,-0.157212,0.157212
evan4,bros1,-0.157245,0.157245
bros4,mwil5,-0.157424,0.157424
bros1,cpea2,-0.157442,0.157442
belf1,holy1,-0.157533,0.157533
conu1,elbe1,-0.157599,0.157599
sanl1,cast1,0.157612,0.157612
cast2,harv1,0.157648,0.157648
capi1,mwil2,0.157662,0.157662
linc2,elbe1,-0.157692,0.157692
capi1,demo1,0.157713,0.157713
bros4,neol4,-0.157759,0.157759
bier4,bros1,0.157789,0.157789
miss1,gray6,-0.157851,0.157851
linc1,hand1,-0.157858,0.157858
cast4,bros5,-0.158031,0.158031
cule1,cpea2,-0.158061,0.158061
bros3,cnee3,0.158073,0.158073
mass3,eldi3,0.158095,0.158095
bier3,mwil7,0.158103,0.158103
hand2,bros3,-0.158112,0.158112
kitc6,hand3,-0.158114,0.158114
elli2,maro1,0.158193,0.158193
bros3,quan1,0.158299,0.158299
hand3,bros1,0.158429,0.158429
chal1,huro2,0.158446,0.158446
kitc3,holy2,-0.158478,0.158478
bier4,sher3,-0.158592,0.158592
ante1,colu6,-0.158755,0.158755
mwil5,bier4,-0.158832,0.158832
linc1,holy1,-0.158856,0.158856
mwil2,demo1,0.158882,0.158882
capi1,evan4,0.158898,0.158898
colu6,lapl4,0.158907,0.158907
bier4,holy2,-0.159028,0.159028
elbe2,mwil2,-0.15907,0.15907
bier4,chal1,-0.15908,0.15908
elbe3,neol4,-0.159125,0.159125
bros3,eolu3,0.159169,0.159169
cule1,cast1,-0.159245,0.159245
humb3,gray3,0.159286,0.159286
cule1,lapl4,-0.159296,0.159296
demo1,bier3,0.159354,0.159354
cpea2,mwil7,0.159378,0.159378
bros5,colu2,0.159425,0.159425
cast1,harv3,0.159464,0.159464
evan2,mwil7,-0.159492,0.159492
sher1,cast4,-0.159556,0.159556
linc2,evan1,-0.159585,0.159585
cast4,huro2,-0.159609,0.159609
lind3,evan2,0.159633,0.159633
bros1,como0,-0.159652,0.159652
maro1,blan1,0.15968,0.15968
kitc3,cnee1,-0.159695,0.159695
bros2,cpea2,-0.159725,0.159725
elbe3,bros5,-0.159771,0.159771
bros1,litt6,-0.159907,0.159907
bier4,shav4,-0.160091,0.160091
cule1,harv1,-0.160124,0.160124
bier4,gray8,-0.160206,0.160206
humb3,evan1,0.160211,0.160211
conu1,elbe4,-0.160304,0.160304
cast3,chib1,-0.160418,0.160418
ante1,mwil2,-0.160461,0.160461
litt6,hand3,0.160497,0.160497
bros1,quan1,-0.160503,0.160503
maro1,chib1,0.160508,0.160508
evan4,demo2,-0.160559,0.160559
torr10,bros6,0.160591,0.160591
mwil2,bros3,0.160612,0.160612
nmar2,eolu3,0.160671,0.160671
litt6,cast3,0.160678,0.160678
bier4,gray6,-0.160691,0.160691
mwil7,cast3,0.160773,0.160773
demo2,chal5,-0.160795,0.160795
hand2,bros6,-0.160817,0.160817
humb3,eldi3,0.160908,0.160908
mass3,elbe4,0.160956,0.160956
elbe2,bros3,0.161013,0.161013
hand3,harv1,0.161021,0.161021
humb3,bier3,0.161032,0.161032
cast4,holy1,-0.161148,0.161148
snow2,bros4,0.161162,0.161162
suns2,cast1,-0.161177,0.161177
nava0,colu6,0.161191,0.161191
capi1,cast4,0.161264,0.161264
chib1,mwil5,-0.161369,0.161369
elbe3,blan1,-0.161447,0.161447
mass1,bier1,0.161477,0.161477
capi1,oxfo2,0.161489,0.161489
huro2,humb2,0.161599,0.161599
colu2,quan2,0.16165,0.16165
cast1,linc3,-0.161685,0.161685
elbe4,evan4,0.161706,0.161706
suns4,bros1,-0.161721,0.161721
humb2,cast4,-0.161743,0.161743
gray6,mass2,0.161828,0.161828
hand1,belf8,-0.161891,0.161891
evan2,cnee3,-0.161968,0.161968
kilp0,evan3,0.161991,0.161991
gray6,evan3,0.162009,0.162009
eldi4,long1,0.162058,0.162058
holy2,bros2,0.162081,0.162081
mwil6,elli2,0.162293,0.162293
capi1,elbe4,0.16236,0.16236
bros1,sher2,-0.162396,0.162396
lind3,evan1,0.162495,0.162495
bros3,bier3,0.162549,0.162549
gray3,mass3,0.162597,0.162597
snef1,came1,0.162662,0.162662
miss3,conu1,-0.162749,0.162749
harv3,lapl1,0.162776,0.162776
gray3,evan4,0.162778,0.162778
kilp0,elli2,0.162916,0.162916
belf1,bros2,-0.162936,0.162936
mwil7,conu5,0.162938,0.162938
bier4,cast3,-0.163046,0.163046
holy2,gray3,0.163158,0.163158
elbe3,como0,-0.163234,0.163234
chib1,bier3,-0.163256,0.163256
harv1,lapl4,0.163262,0.163262
mwil6,elbe1,0.16329,0.16329
ante1,torr7,-0.163299,0.163299
torr4,bros1,0.163366,0.163366
harv4,elbe4,0.163372,0.163372
pikeeast,cpea2,-0.163451,0.163451
lind2,harv3,0.163457,0.163457
cast1,snef1,-0.163482,0.163482
cast2,linc2,-0.163501,0.163501
pike1,conu5,-0.163547,0.163547
quan3,bros6,-0.163576,0.163576
kilp0,elbe2,0.163613,0.163613
evan4,kitc3,-0.163627,0.163627
lind2,chal1,0.163638,0.163638
evan3,miss3,0.163702,0.163702
kilp0,belf1,0.163737,0.163737
evan1,belf1,0.163881,0.163881
evan3,gray6,0.163883,0.163883
humb3,cast2,0.163887,0.163887
litt6,evan1,0.163908,0.163908
elbe1,gray6,0.163916,0.163916
evan2,elbe4,-0.163976,0.163976
torr9,belf8,0.16409,0.16409
eldi4,eolu3,0.164095,0.164095
demo2,evan4,-0.164109,0.164109
bier4,evan3,-0.16411,0.16411
miss1,belf1,-0.164171,0.164171
eldi4,bier3,0.16419,0.16419
maro1,conu5,0.164334,0.164334
long1,cast1,0.164366,0.164366
como0,bros5,-0.16439,0.16439
bros2,quan3,-0.164431,0.164431
linc2,holy1,-0.164503,0.164503
ante1,mwil7,-0.164516,0.164516
mwil7,blan1,0.164668,0.164668
miss1,cnee1,-0.164768,0.164768
humb2,hand2,-0.164811,0.164811
harv4,bier4,-0.164881,0.164881
chib1,kilp0,-0.164962,0.164962
belf8,mwil2,-0.165031,0.165031
lind1,harv4,0.165079,0.165079
torr2,bier3,-0.165088,0.165088
hand1,conu1,-0.165205,0.165205
gray6,linc1,0.165239,0.165239
lind1,chal5,0.16526,0.16526
came1,elli2,-0.165271,0.165271
bros4,conu1,-0.165292,0.165292
cast2,silv0,-0.165298,0.165298
holy1,linc3,0.165316,0.165316
holy2,humb1,0.165324,0.165324
cast4,holy2,-0.165423,0.165423
holy1,elbe4,0.165497,0.165497
cnee1,quan4,0.165617,0.165617
belf1,hand2,-0.165658,0.165658
came1,belf1,-0.16574,0.16574
linc1,huro1,-0.165936,0.165936
gray3,linc2,0.166009,0.166009
evan2,linc3,-0.166013,0.166013
eldi4,conu5,0.166102,0.166102
belf1,came1,-0.166127,0.166127
bros2,cast3,-0.166319,0.166319
elbe3,bier4,-0.166367,0.166367
cnee3,bros6,0.166548,0.166548
kilp0,came1,0.166592,0.166592
mwil6,bros2,0.166626,0.166626
miss1,demo1,-0.16666,0.16666
gray8,lind1,0.16668,0.16668
elbe3,humb2,-0.166739,0.166739
cast4,cule1,-0.166754,0.166754
litt6,eolu3,0.16677,0.16677
tabe3w,bier1,-0.166777,0.166777
cnee3,kilp0,-0.166817,0.166817
belf8,torr5,-0.166828,0.166828
lind2,evan3,0.166869,0.166869
ante1,holy2,-0.166902,0.166902
elli3,gray1,-0.166998,0.166998
holy2,elbe4,0.167054,0.167054
elbe2,bier3,-0.167057,0.167057
cast1,shav4,-0.167064,0.167064
bier4,belf1,-0.167077,0.167077
evan3,lind2,0.167113,0.167113
demo2,mass1,-0.167177,0.167177
kitc2,conu1,0.167221,0.167221
bros1,torr2,-0.167314,0.167314
conu5,mwil5,0.167335,0.167335
oxfo2,blan1,-0.167345,0.167345
sher2,bier4,-0.167403,0.167403
bier4,kilp0,-0.167442,0.167442
elbe2,elbe3,0.167458,0.167458
bros3,holy1,0.167484,0.167484
cast4,cpea2,-0.167523,0.167523
harv4,bros2,-0.167586,0.167586
cast3,como0,0.167652,0.167652
torr10,bros1,0.167671,0.167671
chib1,sanl1,-0.1678,0.1678
chal5,pikeeast,0.167839,0.167839
bier1,belf8,0.16788,0.16788
bros2,long1,-0.168024,0.168024
snef2,cast4,0.168033,0.168033
oxfo2,bros5,-0.168042,0.168042
gray6,lapl4,0.168101,0.168101
pike1,cast3,-0.168213,0.168213
hand1,humb3,-0.168273,0.168273
cast4,shav1,-0.168292,0.168292
belf8,elbe1,0.168334,0.168334
bier4,nmar2,-0.168371,0.168371
cast4,harv4,-0.168383,0.168383
kitc6,bier1,0.168413,0.168413
prin1,cpea2,-0.168423,0.168423
lind1,evan4,0.16849,0.16849
suns2,cast2,-0.168546,0.168546
bros3,pyra1,0.168562,0.168562
eldi4,pike1,0.168579,0.168579
came1,kitc2,-0.168585,0.168585
cnee3,redc1,-0.168614,0.168614
cast4,como0,-0.168628,0.168628
torr10,belf1,0.168669,0.168669
bier4,prin1,-0.168706,0.168706
holy1,huro1,0.168727,0.168727
bros4,belf8,0.168736,0.168736
elli3,miss3,-0.168796,0.168796
gray3,linc1,0.16887,0.16887
cast2,shav1,-0.168879,0.168879
linc2,chal1,-0.168918,0.168918
oxfo2,cast2,-0.168968,0.168968
belf1,long1,-0.168972,0.168972
chib1,kitc6,-0.169018,0.169018
como0,mass3,-0.169097,0.169097
chal1,prin1,0.169141,0.169141
humb1,bros6,0.169294,0.169294
bros6,capi1,-0.169637,0.169637
tabe2,bier3,-0.169639,0.169639
blan1,suns4,0.169647,0.169647
lind2,evan2,0.16973,0.16973
lapl1,bier1,0.169785,0.169785
cast2,chal1,0.169865,0.169865
evan3,lind1,0.169975,0.169975
bros4,quan1,-0.169998,0.169998
cast4,harv3,-0.170004,0.170004
lapl4,harv1,0.170013,0.170013
elbe3,mwil2,-0.170075,0.170075
huro1,colu6,-0.170131,0.170131
hand2,elli3,0.170142,0.170142
bier3,holy1,-0.17015,0.17015
hand3,came1,0.170206,0.170206
cast4,eldi4,-0.170242,0.170242
evan1,conu1,0.170325,0.170325
cule1,sanl1,-0.170335,0.170335
belf8,tabe2,-0.17041,0.17041
linc1,bros4,-0.170421,0.170421
bier1,torr10,0.17045,0.17045
conu1,kitc2,0.170655,0.170655
capi1,hand2,0.170675,0.170675
linc2,demo1,-0.170713,0.170713
bros3,sher3,0.170727,0.170727
bros2,suns3,-0.170863,0.170863
miss3,bros1,-0.170882,0.170882
pyra1,como0,0.170941,0.170941
colu6,belf1,0.170985,0.170985
elbe3,nmar2,-0.171073,0.171073
humb3,bros5,0.171192,0.171192
quan4,cnee1,0.171277,0.171277
hand3,hand3,0.171284,0.171284
elli2,demo1,0.171294,0.171294
lind1,evan3,0.171352,0.171352
chib1,elbe4,-0.171403,0.171403
snef2,bros2,0.171444,0.171444
miss1,evan4,-0.171579,0.171579
holy1,humb3,0.171589,0.171589
came1,quan2,-0.171653,0.171653
cast1,chal5,0.17168,0.17168
nmar2,bros2,0.171709,0.171709
bros1,miss2,-0.171729,0.171729
capi1,nmar2,0.171752,0.171752
evan4,evan4,-0.17176,0.17176
bros4,cast1,-0.171886,0.171886
eolu3,evan4,-0.171918,0.171918
huro1,huro2,-0.171929,0.171929
evan2,mwil5,-0.171949,0.171949
evan2,evan4,-0.171964,0.171964
prin1,colu2,-0.172005,0.172005
belf1,snef2,-0.17204,0.17204
bros2,mass2,-0.17208,0.17208
bros1,hand2,-0.172105,0.172105
mass1,elbe3,0.172172,0.172172
cule1,harv4,-0.172173,0.172173
cnee3,pyra1,-0.172196,0.172196
ante1,bros3,-0.172306,0.172306
elli3,mass1,-0.172377,0.172377
elbe4,maro1,0.172401,0.172401
bros3,mwil2,0.172457,0.172457
linc1,evan4,-0.172458,0.172458
cpea2,eolu3,0.172479,0.172479
bros1,humb3,-0.172596,0.172596
como0,humb1,-0.17269,0.17269
humb3,colu6,0.172814,0.172814
bier3,humb2,-0.172855,0.172855
snow2,cast2,0.172931,0.172931
humb2,demo1,-0.172944,0.172944
cast4,oxfo2,-0.172958,0.172958
pike1,chal1,-0.173112,0.173112
huro2,kitc3,0.173368,0.173368
colu2,shav4,0.17342,0.17342
hand3,kilp0,0.173449,0.173449
kitc3,bros6,-0.17352,0.17352
bros1,prin1,-0.173524,0.173524
huro2,cule1,0.173549,0.173549
bros4,lind3,-0.173591,0.173591
gray1,elli3,-0.173594,0.173594
colu2,lapl4,0.1736,0.1736
eolu3,miss2,-0.173715,0.173715
cule1,eolu3,-0.173796,0.173796
oxfo2,bier4,-0.17385,0.17385
kilp0,bros2,0.173897,0.173897
capi1,sanl1,0.173918,0.173918
bros5,litt6,-0.17394,0.17394
demo1,harv4,-0.174011,0.174011
linc2,bros4,-0.174057,0.174057
cast3,hand3,0.174097,0.174097
bros1,demo2,-0.174105,0.174105
mwil6,eldi4,0.174241,0.174241
bros2,bier3,0.174303,0.174303
snef2,bros1,0.174305,0.174305
snef1,chal1,0.174431,0.174431
bros2,gray8,-0.174466,0.174466
harv3,lind2,0.174545,0.174545
maro1,conu1,0.174598,0.174598
elbe1,mass3,0.174611,0.174611
pike1,cast2,-0.174612,0.174612
humb3,linc3,0.174653,0.174653
harv3,eldi4,0.174726,0.174726
bier3,como0,0.174837,0.174837
miss2,demo1,0.174866,0.174866
ante1,hand3,-0.175027,0.175027
harv1,lind3,0.175031,0.175031
cast1,cnee3,-0.175052,0.175052
hand3,eolu3,0.175179,0.175179
harv1,elli2,0.175212,0.175212
bros1,cnee1,-0.175291,0.175291
demo2,humb1,-0.17531,0.17531
gray1,maro1,-0.175392,0.175392
shav4,bros4,0.175463,0.175463
ante1,capi1,-0.175496,0.175496
huro1,holy2,-0.17551,0.17551
kilp0,cnee1,0.175519,0.175519
como0,quan1,-0.175529,0.175529
nmar2,cast1,0.175536,0.175536
linc2,bier3,-0.175596,0.175596
capi1,mass2,0.175648,0.175648
eldi4,mwil7,0.175659,0.175659
bros5,sunl2,-0.175737,0.175737
oxfo2,bros3,-0.17574,0.17574
demo1,pike1,-0.175808,0.175808
miss1,bros2,-0.175993,0.175993
torr9,belf1,0.176038,0.176038
bier4,demo2,-0.176238,0.176238
snow2,blan1,0.176343,0.176343
humb1,cnee3,0.17637,0.17637
hand1,elli3,-0.176406,0.176406
bros4,sunl2,-0.17643,0.17643
kitc3,evan4,-0.176588,0.176588
eldi4,miss1,0.176657,0.176657
como0,huro1,-0.176746,0.176746
maro1,eldi4,0.176763,0.176763
huro2,harv4,0.176779,0.176779
bros3,bros6,0.176807,0.176807
colu2,pikeeast,0.176831,0.176831
lapl1,capi1,0.176861,0.176861
cast2,cnee1,-0.176867,0.176867
bros1,lind2,-0.176869,0.176869
eolu3,maro1,-0.177297,0.177297
sunl2,belf1,0.177355,0.177355
kilp0,lapl4,0.177358,0.177358
mwil6,capi1,0.177359,0.177359
bros6,bros3,-0.177365,0.177365
cnee1,sher2,0.177386,0.177386
cnee1,linc2,0.177567,0.177567
bros4,maro1,-0.177647,0.177647
sher1,blan1,-0.177666,0.177666
miss1,chal5,-0.177788,0.177788
snef1,bros3,0.177842,0.177842
cast4,pikeeast,-0.177857,0.177857
harv3,kilp0,0.177957,0.177957
conu5,cast1,0.178108,0.178108
elbe3,pyra1,-0.178153,0.178153
cast4,evan3,-0.178293,0.178293
ante1,maro1,-0.178341,0.178341
cast4,blan1,-0.178345,0.178345
elli2,evan1,0.178369,0.178369
linc1,humb2,-0.178394,0.178394
belf8,elbe4,-0.178398,0.178398
bros1,lapl1,-0.178407,0.178407
linc1,chal1,-0.178408,0.178408
harv1,kitc2,0.178442,0.178442
gray8,mass1,0.178449,0.178449
maro1,cast2,0.178493,0.178493
chal5,cnee3,0.178612,0.178612
gray8,evan2,0.17863,0.17863
eldi3,mwil2,0.178809,0.178809
oxfo2,elbe1,-0.178858,0.178858
gray1,lind1,-0.178973,0.178973
demo1,humb3,0.179088,0.179088
como0,demo1,-0.179131,0.179131
redc1,cnee3,-0.179156,0.179156
bros5,mass3,0.179159,0.179159
snow2,bier4,0.179204,0.179204
mwil6,bros4,0.179249,0.179249
evan2,mwil6,-0.179318,0.179318
bros5,silv0,-0.179319,0.179319
cast4,nmar2,-0.179356,0.179356
demo1,mwil7,-0.17939,0.17939
cast4,elbe4,-0.179471,0.179471
gray1,evan4,0.179504,0.179504
chib1,demo1,-0.179529,0.179529
cpea2,hand3,0.179555,0.179555
torr10,blan1,0.179619,0.179619
huro2,harv3,0.17964,0.17964
elbe2,belf1,0.179675,0.179675
colu2,pike1,0.179692,0.179692
came1,maro1,-0.179786,0.179786
snow1,bier4,0.179831,0.179831
bros2,belf1,-0.179869,0.179869
linc2,bier4,-0.179871,0.179871
chal1,colu2,0.179913,0.179913
cast4,elbe3,-0.179957,0.179957
eldi4,holy1,0.179993,0.179993
capi1,bros1,0.179997,0.179997
bros4,gray3,-0.180033,0.180033
cule1,colu6,-0.180106,0.180106
belf1,neol4,-0.180173,0.180173
cnee3,cast1,-0.180184,0.180184
eldi4,belf8,0.180365,0.180365
elbe3,demo1,-0.18063,0.18063
snef1,bros2,0.180703,0.180703
cnee1,pyra1,0.180797,0.180797
harv3,huro2,0.180818,0.180818
bier4,sanl1,-0.180945,0.180945
quan1,conu1,-0.181046,0.181046
cule1,gray1,-0.1811,0.1811
mass3,belf1,0.181133,0.181133
eolu3,hand1,0.181181,0.181181
gray6,cnee1,0.181202,0.181202
harv1,kilp0,0.181304,0.181304
ante1,snow1,-0.18141,0.18141
blan1,torr5,0.181416,0.181416
pikeeast,cast3,-0.181561,0.181561
blan1,mwil6,0.181597,0.181597
bros6,miss1,-0.181715,0.181715
lapl4,humb2,0.181782,0.181782
gray8,lapl4,0.18186,0.18186
ante1,bros6,0.181866,0.181866
lapl4,colu2,0.181963,0.181963
gray3,cnee3,0.181971,0.181971
bier1,unco1,0.182219,0.182219
suns2,came1,-0.182274,0.182274
cast4,bier3,-0.182312,0.182312
bier1,neol4,0.1824,0.1824
conu1,humb2,-0.182444,0.182444
elbe3,bros1,-0.182542,0.182542
bros2,evan3,-0.182591,0.182591
elbe3,evan3,-0.182637,0.182637
lind3,bros1,0.182672,0.182672
bros1,lapl4,-0.182682,0.182682
pyra1,demo2,0.182711,0.182711
redc1,cast4,-0.182738,0.182738
linc2,hand1,-0.18274,0.18274
linc2,bier1,-0.182831,0.182831
bier4,chal5,-0.182833,0.182833
chib1,holy1,-0.182842,0.182842
pike1,bier1,-0.182892,0.182892
evan2,elbe3,-0.182944,0.182944
hand2,elbe3,-0.182957,0.182957
huro1,cule1,0.182967,0.182967
quan4,conu5,0.183046,0.183046
bros2,blan1,-0.18306,0.18306
evan3,como0,0.183076,0.183076
elbe4,bros1,0.183174,0.183174
pike1,bros1,-0.183227,0.183227
cast4,demo1,-0.183375,0.183375
bros6,shav4,-0.183445,0.183445
eldi4,cnee3,0.183498,0.183498
sher3,cast1,0.183515,0.183515
cnee1,prin1,0.183659,0.183659
cule1,elbe2,-0.183955,0.183955
bros1,eolu3,-0.184013,0.184013
cule1,lapl1,-0.18408,0.18408
mwil6,chib1,0.184131,0.184131
conu1,quan1,-0.184242,0.184242
linc2,belf8,-0.184452,0.184452
bros3,cast3,0.184535,0.184535
bier4,mass2,-0.184538,0.184538
conu5,eolu3,0.184552,0.184552
quan1,cnee1,-0.184628,0.184628
elbe3,mass2,-0.184675,0.184675
holy1,capi1,0.18469,0.18469
kitc3,colu6,-0.184721,0.184721
gray8,lapl1,0.184722,0.184722
hand2,lind1,-0.184755,0.184755
cule1,lind1,-0.184776,0.184776
bros1,elli3,-0.184782,0.184782
blan1,snow2,0.184827,0.184827
humb3,cnee3,0.184864,0.184864
chal5,gray8,0.185056,0.185056
mwil6,cast2,0.185057,0.185057
lapl4,gray8,0.185193,0.185193
eldi4,bier1,0.185285,0.185285
elbe1,bros4,0.185384,0.185384
colu6,quan1,0.185403,0.185403
bros3,belf1,0.185436,0.185436
bros1,suns2,-0.185551,0.185551
bros6,pike1,-0.18561,0.18561
bier1,suns3,0.18563,0.18563
evan2,elli2,-0.185639,0.185639
bros1,kitc6,-0.185642,0.185642
humb3,eldi4,0.185691,0.185691
cule1,maro1,-0.185702,0.185702
evan4,cast1,-0.185742,0.185742
mwil6,bros5,0.185753,0.185753
linc1,humb3,-0.185763,0.185763
nmar2,capi1,0.185799,0.185799
kitc2,cnee1,-0.185878,0.185878
bros1,eldi3,-0.185887,0.185887
bros2,linc1,-0.185905,0.185905
chib1,neol4,-0.185911,0.185911
silv0,cast2,-0.185929,0.185929
elli3,hand2,0.1861,0.1861
pyra1,cnee1,0.186122,0.186122
evan2,humb3,-0.186235,0.186235
cnee3,lapl4,0.186282,0.186282
cast3,cast4,0.186314,0.186314
blan1,bros6,0.186342,0.186342
chal1,hand1,0.186358,0.186358
quan4,cast4,0.186457,0.186457
oxfo2,bier1,-0.186473,0.186473
neol4,colu2,0.186688,0.186688
cast4,hand1,-0.186707,0.186707
shav1,chib1,-0.186854,0.186854
cule1,chib1,-0.186876,0.186876
humb2,belf1,-0.186926,0.186926
litt6,blan1,0.186947,0.186947
eldi4,bros2,0.186961,0.186961
humb1,harv4,0.187065,0.187065
mwil2,eldi3,0.187108,0.187108
bier1,cast1,0.187145,0.187145
como0,como0,-0.187257,0.187257
bros1,kitc3,-0.187264,0.187264
bros5,conu1,-0.187307,0.187307
bier4,tabe3w,-0.187376,0.187376
demo1,bros1,-0.187378,0.187378
conu1,bier1,0.187389,0.187389
linc2,elli2,-0.187406,0.187406
bros1,gray8,-0.187501,0.187501
